Level,Theme,Set,SetTitle,Vietnamese,Japanese,Source
"B2","経済・ビジネス","1","経済の基礎","giảm phát","デフレーション","draft"
"B2","経済・ビジネス","1","経済の基礎","tổng sản phẩm quốc nội","国内総生産","draft"
"B2","経済・ビジネス","1","経済の基礎","năng suất","生産性","draft"
"B2","経済・ビジネス","1","経済の基礎","cạnh tranh","競争する","draft"
"B2","経済・ビジネス","1","経済の基礎","độc quyền","独占","draft"
"B2","経済・ビジネス","1","経済の基礎","tự do thương mại","自由貿易","draft"
"B2","経済・ビジネス","1","経済の基礎","xuất khẩu","輸出する","draft"
"B2","経済・ビジネス","1","経済の基礎","nhập khẩu","輸入する","draft"
"B2","経済・ビジネス","1","経済の基礎","cán cân thương mại","貿易収支","draft"
"B2","経済・ビジネス","1","経済の基礎","thuế quan","関税","draft"
"B2","経済・ビジネス","2","会社と経営","doanh nghiệp","企業","draft"
"B2","経済・ビジネス","2","会社と経営","khởi nghiệp","起業する","draft"
"B2","経済・ビジネス","2","会社と経営","kinh doanh","事業を営む","draft"
"B2","経済・ビジネス","2","会社と経営","mô hình kinh doanh","ビジネスモデル","draft"
"B2","経済・ビジネス","2","会社と経営","chiến lược","戦略","draft"
"B2","経済・ビジネス","2","会社と経営","ban giám đốc","経営陣","draft"
"B2","経済・ビジネス","2","会社と経営","hội đồng quản trị","取締役会","draft"
"B2","経済・ビジネス","2","会社と経営","cổ đông","株主","draft"
"B2","経済・ビジネス","2","会社と経営","đối tác","事業上のパートナー","draft"
"B2","経済・ビジネス","2","会社と経営","nhà cung cấp","供給業者","draft"
"B2","経済・ビジネス","2","会社と経営","nhà phân phối","販売代理業者","draft"
"B2","経済・ビジネス","2","会社と経営","chuỗi cung ứng","サプライチェーン","draft"
"B2","経済・ビジネス","2","会社と経営","quy trình","業務手順","draft"
"B2","経済・ビジネス","2","会社と経営","vận hành","運営する","draft"
"B2","経済・ビジネス","2","会社と経営","tái cấu trúc","再構築する","draft"
"B2","経済・ビジネス","2","会社と経営","sáp nhập","合併する","draft"
"B2","経済・ビジネス","2","会社と経営","mua lại","買収する","draft"
"B2","経済・ビジネス","2","会社と経営","phá sản","破産する","draft"
"B2","経済・ビジネス","2","会社と経営","mở rộng","拡大する","draft"
"B2","経済・ビジネス","2","会社と経営","thu hẹp","縮小する","draft"
"B2","経済・ビジネス","3","会計と資金","vốn","資本","draft"
"B2","経済・ビジネス","3","会計と資金","doanh thu","売上高","draft"
"B2","経済・ビジネス","3","会計と資金","lợi nhuận","利益額","draft"
"B2","経済・ビジネス","3","会計と資金","thua lỗ","損失を出す","draft"
"B2","経済・ビジネス","3","会計と資金","tài sản","資産","draft"
"B2","経済・ビジネス","3","会計と資金","nợ phải trả","負債","draft"
"B2","経済・ビジネス","3","会計と資金","vốn chủ sở hữu","自己資本","draft"
"B2","経済・ビジネス","3","会計と資金","dòng tiền","キャッシュフロー","draft"
"B2","経済・ビジネス","3","会計と資金","báo cáo tài chính","財務諸表","draft"
"B2","経済・ビジネス","3","会計と資金","bảng cân đối kế toán","貸借対照表","draft"
"B2","経済・ビジネス","3","会計と資金","kế toán","会計","draft"
"B2","経済・ビジネス","3","会計と資金","kiểm toán","監査","draft"
"B2","経済・ビジネス","3","会計と資金","thuế","税","draft"
"B2","経済・ビジネス","3","会計と資金","thuế thu nhập","所得税","draft"
"B2","経済・ビジネス","3","会計と資金","thuế giá trị gia tăng","付加価値税","draft"
"B2","経済・ビジネス","3","会計と資金","khấu hao","減価償却","draft"
"B2","経済・ビジネス","3","会計と資金","chi phí cố định","固定費","draft"
"B2","経済・ビジネス","3","会計と資金","chi phí biến đổi","変動費","draft"
"B2","経済・ビジネス","3","会計と資金","điểm hòa vốn","損益分岐点","draft"
"B2","経済・ビジネス","3","会計と資金","thanh khoản","流動性","draft"
"B2","経済・ビジネス","4","契約と交渉","điều kiện","条件","draft"
"B2","経済・ビジネス","4","契約と交渉","điều khoản hợp đồng","契約条項","draft"
"B2","経済・ビジネス","4","契約と交渉","hiệu lực","効力","draft"
"B2","経済・ビジネス","4","契約と交渉","hết hiệu lực","失効する","draft"
"B2","経済・ビジネス","4","契約と交渉","gia hạn hợp đồng","契約を更新する","draft"
"B2","経済・ビジネス","4","契約と交渉","chấm dứt","終了させる","draft"
"B2","経済・ビジネス","4","契約と交渉","vi phạm hợp đồng","契約違反","draft"
"B2","経済・ビジネス","4","契約と交渉","bồi thường","賠償する","draft"
"B2","経済・ビジネス","4","契約と交渉","tranh chấp","紛争・係争","draft"
"B2","経済・ビジネス","4","契約と交渉","thỏa thuận","取り決め・合意する","draft"
"B2","経済・ビジネス","4","契約と交渉","nhượng bộ","譲歩する","legacy-match"
"B2","経済・ビジネス","4","契約と交渉","thương lượng","条件を交渉する","draft"
"B2","経済・ビジネス","4","契約と交渉","đề nghị giá","価格を提示する","draft"
"B2","経済・ビジネス","4","契約と交渉","báo giá","見積もり","draft"
"B2","経済・ビジネス","4","契約と交渉","đấu thầu","入札する","draft"
"B2","経済・ビジネス","4","契約と交渉","đặt cọc","手付金を払う","draft"
"B2","経済・ビジネス","4","契約と交渉","bảo lãnh","保証する","draft"
"B2","経済・ビジネス","4","契約と交渉","ủy quyền","権限を委任する","draft"
"B2","経済・ビジネス","4","契約と交渉","bảo mật thông tin","情報の秘密保持","draft"
"B2","経済・ビジネス","4","契約と交渉","sở hữu trí tuệ","知的財産","draft"
"B2","経済・ビジネス","5","市場と顧客理解","nghiên cứu thị trường","市場調査","draft"
"B2","経済・ビジネス","5","市場と顧客理解","khảo sát","調査する","draft"
"B2","経済・ビジネス","5","市場と顧客理解","phân khúc","市場の区分","draft"
"B2","経済・ビジネス","5","市場と顧客理解","khách hàng mục tiêu","標的顧客","draft"
"B2","経済・ビジネス","5","市場と顧客理解","nhu cầu","需要・ニーズ","draft"
"B2","経済・ビジネス","5","市場と顧客理解","thị hiếu","消費者の好み","draft"
"B2","経済・ビジネス","5","市場と顧客理解","hành vi tiêu dùng","消費行動","draft"
"B2","経済・ビジネス","5","市場と顧客理解","định vị","市場での位置づけ","draft"
"B2","経済・ビジネス","5","市場と顧客理解","giá trị thương hiệu","ブランド価値","draft"
"B2","経済・ビジネス","5","市場と顧客理解","nhận diện thương hiệu","ブランドの識別イメージ","draft"
"B2","経済・ビジネス","5","市場と顧客理解","quảng bá","広報・宣伝する","draft"
"B2","経済・ビジネス","5","市場と顧客理解","tiếp thị","マーケティング","draft"
"B2","経済・ビジネス","5","市場と顧客理解","kênh phân phối","流通経路","draft"
"B2","経済・ビジネス","5","市場と顧客理解","thị phần","市場占有率","draft"
"B2","経済・ビジネス","5","市場と顧客理解","doanh số","販売高","draft"
"B2","経済・ビジネス","5","市場と顧客理解","tỷ lệ chuyển đổi","成約などへの転換率","draft"
"B2","経済・ビジネス","5","市場と顧客理解","giữ chân khách hàng","顧客をつなぎ留める","draft"
"B2","経済・ビジネス","5","市場と顧客理解","lòng trung thành","忠実さ・ロイヤルティ","draft"
"B2","経済・ビジネス","5","市場と顧客理解","trải nghiệm khách hàng","顧客体験","draft"
"B2","経済・ビジネス","5","市場と顧客理解","lợi thế cạnh tranh","競争優位","draft"
"B2","科学・環境","1","研究と検証","giả thuyết","仮説","draft"
"B2","科学・環境","1","研究と検証","thí nghiệm","実験","draft"
"B2","科学・環境","1","研究と検証","quan sát","観察する","draft"
"B2","科学・環境","1","研究と検証","đo lường","測定する","draft"
"B2","科学・環境","1","研究と検証","mẫu thử","試験用サンプル","draft"
"B2","科学・環境","1","研究と検証","biến số","変数","draft"
"B2","科学・環境","1","研究と検証","số liệu","数値データ","draft"
"B2","科学・環境","1","研究と検証","thống kê","統計","draft"
"B2","科学・環境","1","研究と検証","xác suất","確率","draft"
"B2","科学・環境","1","研究と検証","sai số","誤差","draft"
"B2","科学・環境","1","研究と検証","độ tin cậy","信頼度","legacy-match"
"B2","科学・環境","1","研究と検証","tương quan","相関","draft"
"B2","科学・環境","1","研究と検証","quan hệ nhân quả","因果関係","draft"
"B2","科学・環境","1","研究と検証","kiểm chứng","検証する","legacy-match"
"B2","科学・環境","1","研究と検証","tái hiện","再現する","draft"
"B2","科学・環境","1","研究と検証","kết luận","結論","draft"
"B2","科学・環境","1","研究と検証","phát hiện","発見する","draft"
"B2","科学・環境","1","研究と検証","công bố","公表する","draft"
"B2","科学・環境","1","研究と検証","tạp chí khoa học","学術雑誌","draft"
"B2","科学・環境","1","研究と検証","đạo đức nghiên cứu","研究倫理","draft"
"B2","科学・環境","2","自然科学","vật lý","物理学","draft"
"B2","科学・環境","2","自然科学","hóa học","化学","draft"
"B2","科学・環境","2","自然科学","sinh học","生物学","draft"
"B2","科学・環境","2","自然科学","nguyên tử","原子","draft"
"B2","科学・環境","2","自然科学","phân tử","分子","draft"
"B2","科学・環境","2","自然科学","tế bào","細胞","draft"
"B2","科学・環境","2","自然科学","gen","遺伝子","draft"
"B2","科学・環境","2","自然科学","di truyền","遺伝","draft"
"B2","科学・環境","2","自然科学","tiến hóa","進化","draft"
"B2","科学・環境","2","自然科学","hệ sinh thái","生態系","draft"
"B2","科学・環境","2","自然科学","đa dạng sinh học","生物多様性","draft"
"B2","科学・環境","2","自然科学","chuỗi thức ăn","食物連鎖","draft"
"B2","科学・環境","2","自然科学","vi sinh vật","微生物","draft"
"B2","科学・環境","2","自然科学","vi khuẩn","細菌","draft"
"B2","科学・環境","2","自然科学","miễn dịch","免疫","draft"
"B2","科学・環境","2","自然科学","phản ứng","反応","draft"
"B2","科学・環境","2","自然科学","áp suất","圧力","draft"
"B2","科学・環境","2","自然科学","khối lượng","質量","draft"
"B2","科学・環境","2","自然科学","trọng lực","重力","draft"
"B2","科学・環境","2","自然科学","bức xạ","放射","draft"
"B2","科学・環境","3","気候とエネルギー","hiệu ứng nhà kính","温室効果","draft"
"B2","科学・環境","3","気候とエネルギー","khí nhà kính","温室効果ガス","draft"
"B2","科学・環境","3","気候とエネルギー","phát thải","排出する","draft"
"B2","科学・環境","3","気候とエネルギー","lượng khí thải","排出ガス量","draft"
"B2","科学・環境","3","気候とエネルギー","dấu chân carbon","カーボンフットプリント","draft"
"B2","科学・環境","3","気候とエネルギー","trung hòa carbon","カーボンニュートラル","draft"
"B2","科学・環境","3","気候とエネルギー","nhiên liệu hóa thạch","化石燃料","draft"
"B2","科学・環境","3","気候とエネルギー","năng lượng tái tạo","再生可能エネルギー","draft"
"B2","科学・環境","3","気候とエネルギー","điện mặt trời","太陽光発電","draft"
"B2","科学・環境","3","気候とエネルギー","điện gió","風力発電","draft"
"B2","科学・環境","3","気候とエネルギー","thủy điện","水力発電","draft"
"B2","科学・環境","3","気候とエネルギー","điện hạt nhân","原子力発電","draft"
"B2","科学・環境","3","気候とエネルギー","hiệu suất","効率・能率","draft"
"B2","科学・環境","3","気候とエネルギー","tiết kiệm năng lượng","省エネルギー","draft"
"B2","科学・環境","3","気候とエネルギー","chuyển đổi năng lượng","エネルギー転換","draft"
"B2","科学・環境","3","気候とエネルギー","hạn hán","干ばつ","draft"
"B2","科学・環境","3","気候とエネルギー","lũ lụt","洪水","draft"
"B2","科学・環境","3","気候とエネルギー","nước biển dâng","海面上昇","draft"
"B2","科学・環境","3","気候とエネルギー","thích ứng","適応する","draft"
"B2","科学・環境","3","気候とエネルギー","giảm thiểu","最小限に減らす","draft"
"B2","科学・環境","4","資源と持続可能性","khai thác","資源を採掘・利用する","draft"
"B2","科学・環境","4","資源と持続可能性","khoáng sản","鉱物資源","draft"
"B2","科学・環境","4","資源と持続可能性","quặng","鉱石","draft"
"B2","科学・環境","4","資源と持続可能性","dầu mỏ","石油","draft"
"B2","科学・環境","4","資源と持続可能性","than đá","石炭","draft"
"B2","科学・環境","4","資源と持続可能性","khí tự nhiên","天然ガス","draft"
"B2","科学・環境","4","資源と持続可能性","nước ngầm","地下水","draft"
"B2","科学・環境","4","資源と持続可能性","đất canh tác","耕作地","draft"
"B2","科学・環境","4","資源と持続可能性","xói mòn","浸食","draft"
"B2","科学・環境","4","資源と持続可能性","sa mạc hóa","砂漠化","draft"
"B2","科学・環境","4","資源と持続可能性","phá rừng","森林を破壊する","draft"
"B2","科学・環境","4","資源と持続可能性","tái trồng rừng","再植林する","draft"
"B2","科学・環境","4","資源と持続可能性","khu bảo tồn","保護区域","draft"
"B2","科学・環境","4","資源と持続可能性","loài nguy cấp","絶滅危惧種","draft"
"B2","科学・環境","4","資源と持続可能性","tuyệt chủng","絶滅する","draft"
"B2","科学・環境","4","資源と持続可能性","tái sử dụng","再利用する","draft"
"B2","科学・環境","4","資源と持続可能性","kinh tế tuần hoàn","循環型経済","draft"
"B2","科学・環境","4","資源と持続可能性","phân hủy","分解する","draft"
"B2","科学・環境","4","資源と持続可能性","rác hữu cơ","有機ごみ","draft"
"B2","科学・環境","4","資源と持続可能性","xử lý chất thải","廃棄物処理","draft"
"B2","科学・環境","5","技術と未来","công nghệ","技術・テクノロジー","draft"
"B2","科学・環境","5","技術と未来","đổi mới","刷新・イノベーション","draft"
"B2","科学・環境","5","技術と未来","tự động hóa","自動化","draft"
"B2","科学・環境","5","技術と未来","trí tuệ nhân tạo","人工知能","draft"
"B2","科学・環境","5","技術と未来","học máy","機械学習","draft"
"B2","科学・環境","5","技術と未来","thuật toán","アルゴリズム","draft"
"B2","科学・環境","5","技術と未来","rô bốt","ロボット","draft"
"B2","科学・環境","5","技術と未来","cảm biến","センサー","draft"
"B2","科学・環境","5","技術と未来","mô phỏng","シミュレーション","draft"
"B2","科学・環境","5","技術と未来","thực tế ảo","仮想現実","draft"
"B2","科学・環境","5","技術と未来","thực tế tăng cường","拡張現実","draft"
"B2","科学・環境","5","技術と未来","điện toán đám mây","クラウドコンピューティング","draft"
"B2","科学・環境","5","技術と未来","cơ sở dữ liệu","データベース","draft"
"B2","科学・環境","5","技術と未来","mã nguồn","ソースコード","draft"
"B2","科学・環境","5","技術と未来","mã nguồn mở","オープンソース","draft"
"B2","科学・環境","5","技術と未来","bằng sáng chế","特許","draft"
"B2","科学・環境","5","技術と未来","chuyển đổi số","デジタル化による変革","draft"
"B2","科学・環境","5","技術と未来","ứng dụng thực tiễn","実用的な応用","draft"
"B2","科学・環境","5","技術と未来","rủi ro công nghệ","技術上のリスク","draft"
"B2","科学・環境","5","技術と未来","tiềm năng","潜在的な可能性","draft"
"B2","思考・議論","1","論理的に考える","lập luận","論証・筋道を立てる","draft"
"B2","思考・議論","1","論理的に考える","luận điểm","主張の要点","draft"
"B2","思考・議論","1","論理的に考える","luận cứ","論拠","draft"
"B2","思考・議論","1","論理的に考える","tiền đề","前提","draft"
"B2","思考・議論","1","論理的に考える","suy luận","推論する","draft"
"B2","思考・議論","1","論理的に考える","diễn dịch","演繹する","draft"
"B2","思考・議論","1","論理的に考える","quy nạp","帰納する","draft"
"B2","思考・議論","1","論理的に考える","phản biện","批判的に検討する","draft"
"B2","思考・議論","1","論理的に考える","bác bỏ","反駁して退ける","draft"
"B2","思考・議論","1","論理的に考える","mâu thuẫn","矛盾","draft"
"B2","思考・議論","1","論理的に考える","nhất quán","一貫した","draft"
"B2","思考・議論","1","論理的に考える","hợp lý","合理的な","draft"
"B2","思考・議論","1","論理的に考える","phi lý","不合理な","draft"
"B2","思考・議論","1","論理的に考える","khách quan","客観的な","draft"
"B2","思考・議論","1","論理的に考える","chủ quan","主観的な","draft"
"B2","思考・議論","1","論理的に考える","thiên lệch","偏った","draft"
"B2","思考・議論","1","論理的に考える","ngụy biện","詭弁","draft"
"B2","思考・議論","1","論理的に考える","dẫn chứng","具体的な証拠を挙げる","draft"
"B2","思考・議論","1","論理的に考える","suy đoán","推測する","draft"
"B2","思考・議論","1","論理的に考える","khái quát","概括する","draft"
"B2","思考・議論","2","概念を理解する","khái niệm","概念","draft"
"B2","思考・議論","2","概念を理解する","định nghĩa","定義","draft"
"B2","思考・議論","2","概念を理解する","bản chất","本質","draft"
"B2","思考・議論","2","概念を理解する","hiện tượng","現象","draft"
"B2","思考・議論","2","概念を理解する","đặc điểm","特徴","draft"
"B2","思考・議論","2","概念を理解する","thuộc tính","属性","draft"
"B2","思考・議論","2","概念を理解する","cấu trúc","構造","draft"
"B2","思考・議論","2","概念を理解する","chức năng","機能","draft"
"B2","思考・議論","2","概念を理解する","cơ chế","仕組み","draft"
"B2","思考・議論","2","概念を理解する","nguyên tắc","原則","draft"
"B2","思考・議論","2","概念を理解する","quy luật","法則","draft"
"B2","思考・議論","2","概念を理解する","phạm vi","範囲","draft"
"B2","思考・議論","2","概念を理解する","giới hạn","限界","draft"
"B2","思考・議論","2","概念を理解する","mức độ","程度","draft"
"B2","思考・議論","2","概念を理解する","tiêu chí","判断基準","draft"
"B2","思考・議論","2","概念を理解する","tiêu chuẩn","標準","draft"
"B2","思考・議論","2","概念を理解する","yếu tố","要素","draft"
"B2","思考・議論","2","概念を理解する","khía cạnh","側面","legacy-match"
"B2","思考・議論","2","概念を理解する","bối cảnh","背景・文脈","draft"
"B2","思考・議論","2","概念を理解する","hệ thống","体系・システム","draft"
"B2","思考・議論","3","評価と判断","cân nhắc","よく検討する","legacy-match"
"B2","思考・議論","3","評価と判断","xem xét","検討する","draft"
"B2","思考・議論","3","評価と判断","nhận định","見立て・判断する","draft"
"B2","思考・議論","3","評価と判断","dự đoán","予測する","draft"
"B2","思考・議論","3","評価と判断","ước tính","見積もる","draft"
"B2","思考・議論","3","評価と判断","giả định","仮定する","draft"
"B2","思考・議論","3","評価と判断","đối chiếu","照合する","draft"
"B2","思考・議論","3","評価と判断","phân biệt","区別する","draft"
"B2","思考・議論","3","評価と判断","xác định","特定する","draft"
"B2","思考・議論","3","評価と判断","làm rõ","明らかにする","draft"
"B2","思考・議論","3","評価と判断","nhấn mạnh","強調する","draft"
"B2","思考・議論","3","評価と判断","thừa nhận","認める","draft"
"B2","思考・議論","3","評価と判断","chỉ ra","指摘する","draft"
"B2","思考・議論","3","評価と判断","đặt câu hỏi","疑問を提起する","draft"
"B2","思考・議論","3","評価と判断","nghi ngờ","疑う","draft"
"B2","思考・議論","3","評価と判断","kiểm định","検定する","draft"
"B2","思考・議論","3","評価と判断","thẩm định","審査・鑑定する","draft"
"B2","思考・議論","3","評価と判断","lượng hóa","数量化する","draft"
"B2","思考・議論","3","評価と判断","ưu việt","優れた","draft"
"B2","思考・議論","3","評価と判断","hạn chế","制約・制限する","legacy-match"
"B2","思考・議論","4","文章をつなぐ","mặt khác","他方で","legacy-match"
"B2","思考・議論","4","文章をつなぐ","bên cạnh đó","それに加えて","draft"
"B2","思考・議論","4","文章をつなぐ","trái lại","逆に","legacy-match"
"B2","思考・議論","4","文章をつなぐ","dù vậy","それでも","legacy-match"
"B2","思考・議論","4","文章をつなぐ","bất kể","～に関係なく","draft"
"B2","思考・議論","4","文章をつなぐ","miễn là","～である限り","legacy-match"
"B2","思考・議論","4","文章をつなぐ","trừ khi","～の場合を除いて","legacy-match"
"B2","思考・議論","4","文章をつなぐ","với điều kiện","～という条件で","draft"
"B2","思考・議論","4","文章をつなぐ","do vậy","それゆえ","draft"
"B2","思考・議論","4","文章をつなぐ","bởi lẽ","なぜならば","draft"
"B2","思考・議論","4","文章をつなぐ","suy cho cùng","結局のところ","draft"
"B2","思考・議論","4","文章をつなぐ","tóm lại","要するに","legacy-match"
"B2","思考・議論","4","文章をつなぐ","nói cách khác","言い換えれば","draft"
"B2","思考・議論","4","文章をつなぐ","cụ thể là","具体的には","draft"
"B2","思考・議論","4","文章をつなぐ","xét về","～の観点から見ると","draft"
"B2","思考・議論","4","文章をつなぐ","về cơ bản","基本的には","draft"
"B2","思考・議論","4","文章をつなぐ","trên thực tế","実際には","draft"
"B2","思考・議論","4","文章をつなぐ","theo đó","それに従って","draft"
"B2","思考・議論","4","文章をつなぐ","đồng thời","同時に","draft"
"B2","思考・議論","4","文章をつなぐ","lần lượt","順番に","draft"
"B2","思考・議論","5","程度と確かさ","tất yếu","必然的な","draft"
"B2","思考・議論","5","程度と確かさ","ngẫu nhiên","偶然の","draft"
"B2","思考・議論","5","程度と確かさ","tạm thời","一時的な","draft"
"B2","思考・議論","5","程度と確かさ","lâu dài","長期的な","draft"
"B2","思考・議論","5","程度と確かさ","vĩnh viễn","永久に","draft"
"B2","思考・議論","5","程度と確かさ","liên tục","連続的な","draft"
"B2","思考・議論","5","程度と確かさ","gián đoạn","中断した","draft"
"B2","思考・議論","5","程度と確かさ","đáng kể","相当な・無視できない","draft"
"B2","思考・議論","5","程度と確かさ","không đáng kể","わずかな","draft"
"B2","思考・議論","5","程度と確かさ","vượt trội","際立って優れた","draft"
"B2","思考・議論","5","程度と確かさ","tương đương","同等の","draft"
"B2","思考・議論","5","程度と確かさ","chênh lệch lớn","大きな隔たり","draft"
"B2","思考・議論","5","程度と確かさ","xấp xỉ","おおよそ等しい","draft"
"B2","思考・議論","5","程度と確かさ","tuyệt đối","絶対的な","draft"
"B2","思考・議論","5","程度と確かさ","tương tự","類似した","draft"
"B2","思考・議論","5","程度と確かさ","khác biệt","相違","draft"
"B2","思考・議論","5","程度と確かさ","đa dạng","多様な","draft"
"B2","思考・議論","5","程度と確かさ","đồng nhất","同一・均質の","draft"
"B2","思考・議論","5","程度と確かさ","chắc chắn","確実な","draft"
"B2","思考・議論","5","程度と確かさ","không chắc chắn","不確実な","draft"
"B2","文化・言語","1","文化を理解する","văn hóa","文化","legacy-match"
"B2","文化・言語","1","文化を理解する","văn minh","文明","draft"
"B2","文化・言語","1","文化を理解する","di sản văn hóa","文化遺産","draft"
"B2","文化・言語","1","文化を理解する","bản sắc dân tộc","民族的アイデンティティ","draft"
"B2","文化・言語","1","文化を理解する","giao lưu văn hóa","文化交流","draft"
"B2","文化・言語","1","文化を理解する","đa văn hóa","多文化の","draft"
"B2","文化・言語","1","文化を理解する","hội nhập","統合・国際社会への参加","draft"
"B2","文化・言語","1","文化を理解する","toàn cầu hóa","グローバル化","draft"
"B2","文化・言語","1","文化を理解する","bảo tồn văn hóa","文化を保存する","draft"
"B2","文化・言語","1","文化を理解する","tiếp biến văn hóa","異文化接触による変容","draft"
"B2","文化・言語","1","文化を理解する","giá trị","価値","draft"
"B2","文化・言語","1","文化を理解する","chuẩn mực","規範","draft"
"B2","文化・言語","1","文化を理解する","tín ngưỡng","民間信仰","draft"
"B2","文化・言語","1","文化を理解する","tôn giáo","宗教","draft"
"B2","文化・言語","1","文化を理解する","tâm linh","精神的・霊的なもの","draft"
"B2","文化・言語","1","文化を理解する","biểu tượng","象徴","draft"
"B2","文化・言語","1","文化を理解する","nghi lễ","儀礼","draft"
"B2","文化・言語","1","文化を理解する","truyền thuyết","伝説","draft"
"B2","文化・言語","1","文化を理解する","thần thoại","神話","draft"
"B2","文化・言語","1","文化を理解する","văn hóa dân gian","民俗文化","draft"
"B2","文化・言語","2","言語の仕組み","ngôn ngữ","言語","draft"
"B2","文化・言語","2","言語の仕組み","ngôn ngữ học","言語学","draft"
"B2","文化・言語","2","言語の仕組み","tiếng mẹ đẻ","母語","draft"
"B2","文化・言語","2","言語の仕組み","ngoại ngữ","外国語","draft"
"B2","文化・言語","2","言語の仕組み","song ngữ","二言語使用","draft"
"B2","文化・言語","2","言語の仕組み","phương ngữ","方言","draft"
"B2","文化・言語","2","言語の仕組み","giọng","声・訛り","draft"
"B2","文化・言語","2","言語の仕組み","ngữ âm","音声体系","draft"
"B2","文化・言語","2","言語の仕組み","ngữ điệu","イントネーション","draft"
"B2","文化・言語","2","言語の仕組み","trọng âm","アクセント・強勢","draft"
"B2","文化・言語","2","言語の仕組み","ngữ nghĩa","語の意味体系","draft"
"B2","文化・言語","2","言語の仕組み","ngữ cảnh","言語的文脈","draft"
"B2","文化・言語","2","言語の仕組み","từ đồng nghĩa","同義語","draft"
"B2","文化・言語","2","言語の仕組み","từ trái nghĩa","反義語","draft"
"B2","文化・言語","2","言語の仕組み","từ đồng âm","同音語","draft"
"B2","文化・言語","2","言語の仕組み","từ đa nghĩa","多義語","draft"
"B2","文化・言語","2","言語の仕組み","từ Hán Việt","漢越語","draft"
"B2","文化・言語","2","言語の仕組み","từ mượn","借用語","draft"
"B2","文化・言語","2","言語の仕組み","thành ngữ","慣用句","draft"
"B2","文化・言語","2","言語の仕組み","tục ngữ","ことわざ","draft"
"B2","文化・言語","3","表現と翻訳","diễn đạt","表現する","draft"
"B2","文化・言語","3","表現と翻訳","diễn giải","言葉で詳しく解説する","draft"
"B2","文化・言語","3","表現と翻訳","chuyển ngữ","別の言語に訳す","draft"
"B2","文化・言語","3","表現と翻訳","phiên dịch","通訳する","draft"
"B2","文化・言語","3","表現と翻訳","biên dịch","文書を翻訳する","draft"
"B2","文化・言語","3","表現と翻訳","bản dịch","翻訳文","draft"
"B2","文化・言語","3","表現と翻訳","nguyên văn","原文のまま","draft"
"B2","文化・言語","3","表現と翻訳","nghĩa đen","文字どおりの意味","draft"
"B2","文化・言語","3","表現と翻訳","nghĩa bóng","比喩的な意味","draft"
"B2","文化・言語","3","表現と翻訳","hàm ý","含意","draft"
"B2","文化・言語","3","表現と翻訳","sắc thái","ニュアンス","draft"
"B2","文化・言語","3","表現と翻訳","ẩn dụ","隠喩","draft"
"B2","文化・言語","3","表現と翻訳","hoán dụ","換喩","draft"
"B2","文化・言語","3","表現と翻訳","nhân hóa","擬人化","draft"
"B2","文化・言語","3","表現と翻訳","phóng đại","誇張する","draft"
"B2","文化・言語","3","表現と翻訳","châm biếm","風刺する","draft"
"B2","文化・言語","3","表現と翻訳","mỉa mai","皮肉を言う","draft"
"B2","文化・言語","3","表現と翻訳","uyển ngữ","婉曲表現","draft"
"B2","文化・言語","3","表現と翻訳","văn phong","文体","draft"
"B2","文化・言語","3","表現と翻訳","giọng điệu","語調","draft"
"B2","文化・言語","4","メディアと情報読解","truyền thông","メディア・情報伝達","legacy-match"
"B2","文化・言語","4","メディアと情報読解","biên tập","編集する","draft"
"B2","文化・言語","4","メディアと情報読解","tiêu đề","見出し","draft"
"B2","文化・言語","4","メディアと情報読解","nguồn tin","ニュースの情報源","legacy-match"
"B2","文化・言語","4","メディアと情報読解","trích dẫn","引用する","draft"
"B2","文化・言語","4","メディアと情報読解","bản quyền","著作権","draft"
"B2","文化・言語","4","メディアと情報読解","đạo văn","盗作する","draft"
"B2","文化・言語","4","メディアと情報読解","tin giả","偽情報","draft"
"B2","文化・言語","4","メディアと情報読解","thông tin sai lệch","誤った情報","draft"
"B2","文化・言語","4","メディアと情報読解","kiểm tra sự thật","事実を検証する","draft"
"B2","文化・言語","4","メディアと情報読解","tuyên truyền","宣伝活動","draft"
"B2","文化・言語","4","メディアと情報読解","định hướng dư luận","世論を誘導する","draft"
"B2","文化・言語","4","メディアと情報読解","tính xác thực","真実性","draft"
"B2","文化・言語","4","メディアと情報読解","tính đại diện","代表性","draft"
"B2","文化・言語","4","メディアと情報読解","sự thiên vị","えこひいき・偏向","draft"
"B2","文化・言語","4","メディアと情報読解","tự do báo chí","報道の自由","draft"
"B2","文化・言語","4","メディアと情報読解","kiểm duyệt","検閲する","draft"
"B2","文化・言語","4","メディアと情報読解","phỏng vấn sâu","詳細なインタビュー","draft"
"B2","文化・言語","4","メディアと情報読解","phóng sự","ルポルタージュ","draft"
"B2","文化・言語","4","メディアと情報読解","bình luận xã hội","社会評論","draft"
"B2","文化・言語","5","人の価値観と行動","đạo đức","倫理・道徳","draft"
"B2","文化・言語","5","人の価値観と行動","lương tâm","良心","draft"
"B2","文化・言語","5","人の価値観と行動","phẩm giá","尊厳","draft"
"B2","文化・言語","5","人の価値観と行動","lòng nhân ái","慈愛","draft"
"B2","文化・言語","5","人の価値観と行動","sự đồng cảm","共感","draft"
"B2","文化・言語","5","人の価値観と行動","lòng khoan dung","寛容さ","draft"
